v_products_model,v_products_type,v_products_image,v_products_name_1,v_products_description_1,v_products_url_1,v_specials_price,v_specials_date_avail,v_specials_expires_date,v_products_price,v_products_weight,v_product_is_call,v_products_sort_order,v_products_quantity_order_min,v_products_quantity_order_units,v_products_priced_by_attribute,v_product_is_always_free_shipping,v_date_avail,v_date_added,v_products_quantity,v_manufacturers_name,v_categories_name_1,v_tax_class_title,v_status,v_metatags_products_name_status,v_metatags_title_status,v_metatags_model_status,v_metatags_price_status,v_metatags_title_tagline_status,v_metatags_title_1,v_metatags_keywords_1,v_metatags_description_1
F0630888-0564,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/12/c6821925-8f65-4074-b7c8-79d41e98e921.jpg,https://www.italiamagazzini.it/wp-content/uploads/2021/12/c6821925-8f65-4074-b7c8-79d41e98e921.jpg,https://www.italiamagazzini.it/wp-content/uploads/2021/12/ff9ce3d8-8cba-4539-ae71-e444ba11f6ad.jpg",Cuccia Lettino Morbida Per Cani 45x40x35 Cm Chiusa Con Cuscino Estraibile,"<div>Nuova Cuccia Per Cani</div>
<div></div>
<div>Modello Chiuso</div>
<div></div>
<div>Imbottitura Totale</div>
<div></div>
<div>Con Cuscino Estraibile</div>
<div></div>
<div>Mis 45x40x35</div>
<div></div>
<div>Disponibile In 3 Colori</div>
			</div>",,30,,,50,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0565,1,"https://www.italiamagazzini.it/wp-content/uploads/2023/04/3d6785dc-e667-47da-a62a-d87d3808cccc-PhotoRoom.png-PhotoRoom.png,https://www.italiamagazzini.it/wp-content/uploads/2023/04/3d6785dc-e667-47da-a62a-d87d3808cccc-PhotoRoom.png-PhotoRoom.png,https://www.italiamagazzini.it/wp-content/uploads/2023/04/25030428-0597-477c-a9a5-4f95f895002c-PhotoRoom.png-PhotoRoom.png,https://www.italiamagazzini.it/wp-content/uploads/2023/04/0d763e1a-4179-41dd-bf31-a215492775ca.jpg",Cuccia Morbida Cane Gatto Materassino Da Interno Lettino Cuscino Disegno Osso,"<div>
<div><span style=\""font-family: Arial;font-size: large\"">Stai cercando un comodo lettino per cani? Il nostro lettino in ciniglia &#232; la scelta perfetta per il tuo amico a quattro zampe! Realizzato tessuto morbido e resistente alle macchie, il nostro lettino offre comfort e supporto al tuo cane durante il riposo. Dotato di una base imbottita e di un bordo rialzato per una maggiore sicurezza, il nostro lettino in ciniglia &#232; facile da pulire e manutenere. Acquista subito il nostro lettino per cani in ciniglia e regala al tuo cane il massimo del comfort!</span></div>
</div>
<div><span style=\""font-family: Arial;font-size: large\"">?</span></div>
<div><span style=\""font-family: Arial;font-size: large\""><b>Misura:</b>? M (75X50X7 cm)</span></div>
<div><span style=\""font-family: Arial;font-size: large\""><b>Colori:</b>?Marrone, Nero;</span></div>
<div><span style=\""font-family: Arial;font-size: large\""><b>Caratteristiche:</b>?Disegno Osso;</span></div>
<div></div>
			</div>",,45,,,75,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0567,1,"https://www.italiamagazzini.it/wp-content/uploads/2023/04/s-l500-1.png,https://www.italiamagazzini.it/wp-content/uploads/2023/04/s-l500-1.png,https://www.italiamagazzini.it/wp-content/uploads/2023/04/s-l1600-2-2.png,https://www.italiamagazzini.it/wp-content/uploads/2023/04/s-l1600-3-1.png",Cuccia Per Animali Cani Gatti Casetta Rigida Da Interno Lettino Box,,,35,,,59,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0568,1,"https://www.italiamagazzini.it/wp-content/uploads/2023/04/s-l1600-6.png,https://www.italiamagazzini.it/wp-content/uploads/2023/04/s-l1600-6.png",Cuccia Per Animali Domestici Da Interno Casetta Interna Morbida Lettino Box,,,35,,,59,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0570,1,"https://www.italiamagazzini.it/wp-content/uploads/2023/04/19_720x.jpg,https://www.italiamagazzini.it/wp-content/uploads/2023/04/19_720x.jpg,https://www.italiamagazzini.it/wp-content/uploads/2023/04/3dc87fc787b97b95af1e0461b6602b680c18f0d0_original.jpeg,https://www.italiamagazzini.it/wp-content/uploads/2023/04/s-l1600-5-1.jpg,https://www.italiamagazzini.it/wp-content/uploads/2023/04/s-l1600-6-1.jpg,https://www.italiamagazzini.it/wp-content/uploads/2023/04/s-l1600-7-1.jpg",Cuccia Per Interni Morbida Per Cani E Gatti Di Piccola Taglia Tessuto Lavabile,,,35,,,59,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0571,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/05/s-l1600-2-2.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/05/s-l1600-2-2.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/05/s-l1600-3-2.jpg",Ferro Da Stiro 1600W Piastra In Acciaio Inox Joyteck A Secco A Vapore A Spray,,,22,,,37,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0572,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/05/s-l1600-21.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/05/s-l1600-21.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/05/s-l1600-1-4.jpg",Ferro Da Stiro 1800W Piastra In Ceramica Joyteck A Secco A Vapore A Spray,,,24,,,40,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0573,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/10/s-l1600-1-PhotoRoom-2.png,https://www.italiamagazzini.it/wp-content/uploads/2021/10/s-l1600-1-PhotoRoom-2.png,https://www.italiamagazzini.it/wp-content/uploads/2021/10/s-l1600-2-PhotoRoom-1.png",Ferro Da Stiro Con Caldaia 2000W Joyteck Piastra In Ceramica Vapore Continuo,,,60,,,100,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0574,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/05/3747-medium_default.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/05/3747-medium_default.jpg",Ferro Da Stiro Con Caldaia 2200W Joyteck Con Caldaia In Acciaio Inox,,,78,,,130,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0575,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/05/ferro-da-stiro-2200-w-in-ceramica-con-caldaia-a-ricarica-vapore-continua-188529.png,https://www.italiamagazzini.it/wp-content/uploads/2022/05/ferro-da-stiro-2200-w-in-ceramica-con-caldaia-a-ricarica-vapore-continua-188529.png",Ferro Da Stiro Con Caldaia 2200W Joyteck Piastra In Ceramica A Vapore Continuo,"<div>Ferro da stiro con caldaia in plastica con capacita di 0,6 Lt</div>
<div>Sistema di riempimento continuo</div>
<div>Piastra in ceramica</div>
<div>Cavo di alimentazione 160 cm con presa VDE</div>
<div>Potenza 2200W</div>
<div>Alimentazione 220-240V 50-60Hz</div>
<div>Pressione 3.0 Bar</div>
<div>Vapore 50 g/max</div>
<div>Sistema anticalcare</div>
<div>Funzione vapore continuo</div>
<div>Funzione vapore verticale</div>
<div>Piastra in ceramica</div>
<div>Arresto di sicurezza</div>
<div>Colori: Avio-Magenta</div>
			</div>",,57,,,95,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0576,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/05/s-l1600-6-2.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/05/s-l1600-6-2.jpg",Frullatore Minipimer Ad Immersione 250W Joyteck Lama In Acciao Base Rimovibile,,,18,,,30,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0577,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/10/s-l1600-30-PhotoRoom-1.png,https://www.italiamagazzini.it/wp-content/uploads/2021/10/s-l1600-30-PhotoRoom-1.png,https://www.italiamagazzini.it/wp-content/uploads/2021/10/s-l1600-PhotoRoom-1.png,https://www.italiamagazzini.it/wp-content/uploads/2021/10/s-l1600-31-PhotoRoom-2.png",Frullatore Minipimer Ad Immersione 300W Joyteck Lama In Acciao Funzione Turbo,,,24,,,40,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0578,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/11/s-l1600.png,https://www.italiamagazzini.it/wp-content/uploads/2022/11/s-l1600.png,https://www.italiamagazzini.it/wp-content/uploads/2022/11/s-l1600-1.png,https://www.italiamagazzini.it/wp-content/uploads/2022/11/s-l1600-2.png",Giostra Di Natale Carillon Addobbi Natalizi Luci Suoni e Movimento 22x22x28 Cm,,,52,,,87,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0579,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/11/s-l1600-3.png,https://www.italiamagazzini.it/wp-content/uploads/2022/11/s-l1600-3.png,https://www.italiamagazzini.it/wp-content/uploads/2022/11/s-l1600-4.png,https://www.italiamagazzini.it/wp-content/uploads/2022/11/s-l1600-1-1.png,https://www.italiamagazzini.it/wp-content/uploads/2022/11/s-l1600-2-1.png",Giostra Di Natale Carillon Addobbi Natalizi Luci Suoni e Movimento 23x23x24 Cm,,,52,,,87,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0580,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/06/s-l500-1.png,https://www.italiamagazzini.it/wp-content/uploads/2022/06/s-l500-1.png,https://www.italiamagazzini.it/wp-content/uploads/2022/06/s-l500.jpg",Impastatrice Planetaria Con Ciotola Estraibile In Acciaio Inox 4.2L Con 3 Fruste,"<div>Joyteck presenta l\&#8217;impastatrice con ciotola estraibile in acciaio inox dalla capacit&#224; di 4,2 litri. Dotata di 3 fruste in acciaio inox: frullino, foglia e gancio. E\&#8217; incluso il coperchio para-schizzi trasparente con foro. Puoi impostare 10 differenti velocit&#224;.</div>
<div>
<div>Impastatrice Joyteck con ciotola estraibile dalla capacit&#224; di 4,2 litri, dotato di avvolgicavo, ventose di ancoraggio e coperchio trasparente con foro. Puoi Scegliere tra le 10 velocit&#224; disponibili. Realizzata in plastica e in acciaio.</div>
<div></div>
<div><b>Caratteristiche:</b></div>
<div></div>
<div>Potenza 800W</div>
<div><b>Alimentazione :</b>?AC 220-240V 50HZ</div>
<div>10 velocit&#224;</div>
<div>Ciotola in acciaio inox</div>
<div>Capacit&#224; 4,2 Lt</div>
<div>3 fruste in acciaio inox : Frullino, Foglia, Gancio</div>
<div>Coperchio con para schizzi trasparente con foro</div>
<div>Blocco di sicurezza</div>
<div>Avvolgi cavo</div>
<div>Ventose di ancoraggio</div>
<div><b>Colore:</b>?Oro-Rosso</div>
</div>
			</div>",,95,,,159,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0581,1,"https://www.italiamagazzini.it/wp-content/uploads/2022/05/s-l500-8.jpg,https://www.italiamagazzini.it/wp-content/uploads/2022/05/s-l500-8.jpg","Joyteck Frullatore Con Bicchiere Graduato 1,5 Litri 350W Lame In Acciaio Inox",,,41,,,69,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0582,1,"https://www.italiamagazzini.it/wp-content/uploads/2023/04/s-l1600-32.jpg,https://www.italiamagazzini.it/wp-content/uploads/2023/04/s-l1600-32.jpg",Mini Ventilatore Portatile USB 3W 4 Pale Silenzioso Tavolo Scrivania Casa PC,,,14.9,,,25,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0583,1,"https://www.italiamagazzini.it/wp-content/uploads/2023/04/s-l1600-15.jpg,https://www.italiamagazzini.it/wp-content/uploads/2023/04/s-l1600-15.jpg",Mini Ventilatore Portatile USB 3W Da Scrivania Casa PC Con Batteria Ricaricabile,,,20.9,,,35,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0584,1,"https://www.italiamagazzini.it/wp-content/uploads/2023/04/s-l500-14.jpg,https://www.italiamagazzini.it/wp-content/uploads/2023/04/s-l500-14.jpg",Mini Ventilatore Portatile USB 5W 4 Pale Silenzioso Tavolo Scrivania Casa PC,,,17.9,,,30,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0585,1,"https://www.italiamagazzini.it/wp-content/uploads/2023/04/s-l1600-1-11.jpg,https://www.italiamagazzini.it/wp-content/uploads/2023/04/s-l1600-1-11.jpg",Mini Ventilatore Usb Da Scrivania 4W Tavolo Casa Ufficio Con 4 Pale Da 15 Cm,,,24.9,,,42,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0586,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/11/7305-PhotoRoom.png,https://www.italiamagazzini.it/wp-content/uploads/2021/11/7305-PhotoRoom.png",Ombrello Donna Lungo Gallotti 7305 Con Apertura Automatica Con Fantasia A Pois,"<div><span style=\""font-size: large\"">Ombrello lungo con apertura automatica ed impugnatura curva. Questo ombrello della collezione?Qui non ci Piove?&#232; realizzato con le aste in fibra, per una maggiore resistenza contro gli urti accidentali.</span></div>
<div><span style=\""font-family: Arial;font-size: large\"">?</span></div>
<div>
<div><b>Marca:</b>?Gallotti</div>
<div><b>Articolo:?</b>7305</div>
<div><b>Colori Disponibili:?</b>Blu-Nero-Rosa</div>
<div><span style=\""font-family: Arial;font-size: large\""><b>Fantasia:</b>?A pois</span></div>
<div><b>Specifiche tecniche:</b></div>
<div>Altezza: 95 cm</div>
<div>Larghezza: 114 cm</div>
<div>Apertura: Automatica;</div>
<div>Aste: Fibra,</div>
<div></div>
</div>
			</div>",,16,,,27,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0587,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/12/8312_-1_compressed-scaled-e161823725433955885855.jpg,https://www.italiamagazzini.it/wp-content/uploads/2021/12/8312_-1_compressed-scaled-e161823725433955885855.jpg",Ombrello Donna Lungo Gallotti 8312 Con Apertura Automatica Stampa Floreale In Pongee,"<div>Ombrello lungo con apertura automatica, tessuto pongee di qualita\&#8217; superiore ed impugnatura nera con inserto in canna di fucile. Quest\&#8217;ombrello della collezione Oliviero Monti ha le aste ed il telaio realizzati interamente in fibra, per una resistenza maggiore in caso di forti raffiche di vento e contro gli urti accidentali.</div>
<div></div>
<div>
<div>
<div><b>Marca:</b>?Gallotti</div>
<div><b>Articolo:?</b>8312</div>
<div><b>Colori Disponibili:</b>?Azzurro/Bianco, Arancione/Bianco, Viola/Bianco</div>
<div><b>Fantasia:</b>?Floreale</div>
</div>
<div><b>Specifiche tecniche:</b></div>
<div>Altezza: 93 cm</div>
<div>Larghezza: 110 cm</div>
<div>Apertura: automatica;</div>
<div><span class=\""&quot;&quot;text-dark&quot;\"">Telaio</span>: fibra;<br />
<span class=\""&quot;&quot;text-dark&quot;\"">Aste</span>: fibra;<br />
<span class=\""&quot;&quot;text-dark&quot;\"">Tessuto</span>: pongee;</div>
</div>
			</div>",,18,,,30,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0588,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/12/8313-scaled-e1618237150727-PhotoRoom.png,https://www.italiamagazzini.it/wp-content/uploads/2021/12/8313-scaled-e1618237150727-PhotoRoom.png",Ombrello Donna Lungo Gallotti 8313 Con Apertura Automatica Stampa Floreale In Pongee,"<div><span style=\""font-family: Arial\"">Ombrello lungo con apertura automatica, tessuto pongee di qualita\&#8217; superiore ed impugnatura in tinta con il tessuto. Quest\&#8217;ombrello della collezione Oliviero Monti ha le aste ed il telaio realizzati interamente in fibra, per una resistenza maggiore in caso di forti raffiche di vento e contro gli urti accidentali.</span></div>
<div><span style=\""font-family: Arial\"">?</span></div>
<div><span style=\""font-family: Arial\"">?</span></div>
<div>
<div id=\""ds_div\"">
<div>
<div><span style=\""font-family: Arial;font-size: large\""><b>Marca:</b>?Gallotti</span></div>
<div><span style=\""font-family: Arial;font-size: large\""><b>Articolo:?</b>8313</span></div>
<div><span style=\""font-family: Arial\""><span style=\""font-size: large\""><b>Colori Disponibili:</b>?</span>Azzurro, Rosa, Verde</span></div>
<div><span style=\""font-family: Arial;font-size: large\""><b>Fantasia:</b>?Floreale</span></div>
</div>
<div><b><span style=\""font-family: Arial;font-size: large\"">Specifiche tecniche:</span></b></div>
<div><span style=\""font-family: Arial;font-size: large\"">Altezza: 92 cm</span></div>
<div><span style=\""font-family: Arial;font-size: large\"">Larghezza: 111 cm</span></div>
<div><span style=\""font-family: Arial;font-size: large\"">Apertura: automatica;</span></div>
<div><span style=\""font-family: Arial\""><span class=\""text-dark font-weight-bold\"">Telaio</span>: fibra;<br />
<span class=\""text-dark font-weight-bold\"">Aste</span>: fibra;<br />
<span class=\""text-dark font-weight-bold\"">Tessuto</span>: pongee;</span></div>
</div>
</div>
			</div>",,18,,,30,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0589,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/11/7016-scaled-PhotoRoom.png,https://www.italiamagazzini.it/wp-content/uploads/2021/11/7016-scaled-PhotoRoom.png",Ombrello Donna Pieghevole Antivento Gallotti 7016 Con Apertura Automatica In Nylon,"<div>Ombrello Pieghevole con apertura automatica Apri &amp; Chiudi, aste in fibra ed impugnatura nera. Questo ombrello della collezione Qui Non Ci Piove? ha la funzione antivento: grazie ad un particolare meccanismo, in caso di forti raffiche di vento, l\&#8217;ombrello si capovolge senza che la struttura venga minimamente danneggiata. Bastera\&#8217; un semplice gesto per far ritornare l\&#8217;ombrello nella sua posizione originale.</div>
<div></div>
<div>
<div><b>Marca:</b>?Gallotti</div>
<div><b>Articolo:</b>?7016</div>
<div><b>Disponibile in 4 Varianti</b></div>
<div><b>Specifiche tecniche:</b></div>
<div>Altezza: 29 cm</div>
<div>Larghezza: 96 cm</div>
<div>
<div>Apertura: automatica apri &amp; chiudi;</div>
<div>Funzione: antivento;</div>
<div>Aste: fibra;</div>
</div>
</div>
			</div>",,18,,,30,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0590,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/11/522-scaled-e1618242337101-PhotoRoom.png,https://www.italiamagazzini.it/wp-content/uploads/2021/11/522-scaled-e1618242337101-PhotoRoom.png",Ombrello Lungo 12 Aste Gallotti G522 Con Apertura Automatica In Tinta Unita In Nylon,"<div>Ombrello lungo con apertura automatica ed impugnatura curva. Questo ombrello della collezione?Sotto La Pioggia?e\&#8217; realizzato in 12 aste, per una tenuta maggiore anche in caso di forti raffiche di vento.</div>
<div></div>
<div>
<div><b>Marca:</b>?Gallotti</div>
<div><b>Articolo:?</b>G522</div>
<div><b>Colori Disponibili:?</b>Blu, Marrone, Nero, Rosso</div>
<div><b>Specifiche tecniche:</b></div>
<div>Altezza: 93 cm</div>
<div>Larghezza: 115 cm</div>
<div>Apertura: Automatica;</div>
<div></div>
</div>
			</div>",,16,,,27,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0591,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/12/7306-PhotoRoom.png,https://www.italiamagazzini.it/wp-content/uploads/2021/12/7306-PhotoRoom.png",Ombrello Lungo Gallotti 7306 Con Apertura Automatica In Tinta Unita Con Bordino,"<div>Ombrello lungo con apertura automatica e tessuto pongee. Quest\&#8217;ombrello della collezione?Qui Non Ci Piove?ha le aste in fibra, per una resistenza maggiore in caso di forti raffiche di vento e contro gli urti accidentali.</div>
<div></div>
<div>
<div><b>Marca:</b>?Gallotti</div>
<div><b>Articolo:?</b>7306</div>
<div><b>Colori Disponibili:?</b>Blu-Rosso-Rosa-Verde</div>
<div><b>Fantasia:</b>?Tinta Unita con bordino</div>
<div><b>Specifiche tecniche:</b></div>
<div>Altezza: 86 cm</div>
<div>Larghezza: 110 cm</div>
<div>Apertura: Automatica;</div>
<div>Aste: Fibra,</div>
<div>Tessuto: Pongee;</div>
</div>
			</div>",,16,,,27,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0592,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/12/7502__compressed-scaled-e1618241333961-PhotoRoom.png,https://www.italiamagazzini.it/wp-content/uploads/2021/12/7502__compressed-scaled-e1618241333961-PhotoRoom.png",Ombrello Lungo Gallotti 7502 Con Apertura Automatica In Tinta Unita In Pongee,"<div>Ombrello lungo con apertura automatica, tessuto pongee ed impugnatura in spugna. Quest\&#8217;ombrello della collezione Qui Non Ci Piove ha le aste ed il telaio realizzati interamente in fibra, per una resistenza maggiore in caso di forti raffiche di vento e contro gli urti accidentali.</div>
<div></div>
<div></div>
<div>
<div><b>Marca:</b>?Gallotti</div>
<div><b>Articolo:?</b>7502</div>
<div><b>Colori Disponibili:?</b>Blu, Nero, Rosso, Verde</div>
<div><b>Fantasia:</b>?Tinta Unita</div>
</div>
<div><b>Specifiche tecniche</b></div>
<div>Altezza: 97 cm</div>
<div>Larghezza: 125 cm</div>
<div>Apertura: automatica;</div>
<div>Telaio: fibra;</div>
<div>Aste: fibra;</div>
<div>Impugnatura: spugna;</div>
<div>Tessuto: pongee;</div>
			</div>",,20,,,34,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
F0630888-0593,1,"https://www.italiamagazzini.it/wp-content/uploads/2021/12/8501_-1_compressed-scaled-e1618236883260564.jpg,https://www.italiamagazzini.it/wp-content/uploads/2021/12/8501_-1_compressed-scaled-e1618236883260564.jpg",Ombrello Lungo Gallotti 8501 Con Apertura Automatica Con Bordo Scozzese In Pongee,"<div><span style=\""font-family: Arial;font-size: large\"">Ombrello lungo con apertura automatica, tessuto pongee di qualita\&#8217; superiore con bordino scozzese ed impugnatura in tinta con inserto in canna di fucile. Quest\&#8217;ombrello della collezione Oliviero Monti e\&#8217; realizzato con 16 aste in fibra, per una maggiore resistenza contro gli urti accidentali e le raffiche di vento.</span></div>
<div><span style=\""font-family: Arial;font-size: large\"">?</span></div>
<div>
<div>
<div><span style=\""font-family: Arial;font-size: large\""><b>Marca:</b>?Gallotti</span></div>
<div><span style=\""font-family: Arial;font-size: large\""><b>Articolo:?</b>8501</span></div>
<div><span style=\""font-family: Arial\""><span style=\""font-size: large\""><b>Colori Disponibili:</b>?</span></span><span style=\""font-family: Arial;font-size: large\"">Blu, Nero, Rosso, Verde</span></div>
<div><span style=\""font-family: Arial;font-size: large\""><b>Fantasia:</b>?Tinta Unita con bordino scozzese</span></div>
</div>
<div><b><span style=\""font-family: Arial;font-size: large\"">Specifiche tecniche:</span></b></div>
<div><span style=\""font-family: Arial;font-size: large\"">Altezza: 94 cm</span></div>
<div><span style=\""font-family: Arial;font-size: large\"">Larghezza: 118 cm</span></div>
<div>
<div><span style=\""font-family: Arial;font-size: large\"">Apertura: automatica;</span></div>
<div><span style=\""font-family: Arial;font-size: large\"">Aste: 16 in fibra;</span></div>
<div><span style=\""font-family: Arial;font-size: large\"">Tessuto: pongee;</span></div>
</div>
</div>
			</div>",,20,,,34,0,0,0,1,1,0,0,,2023-5-31 0:00,999,,Accappatoi^Accappatoi Donna^Accappatoi Uomo^Accappatoi Bambino^Accappatoi Bambina,--none--,1,0,0,0,0,0,,,
